millesime,region,couleur,format,per,quantite,vin,prix_unitaire,negociant,date,vin_clean
2008,Bordeaux,red,75cl,6,1,Le Pin,1953.67,ig_wines,20250102,Le Pin
2009,Bordeaux,red,75cl,6,1,Le Pin,3282.5,ig_wines,20250102,Le Pin
2011,Bordeaux,red,75cl,6,1,Le Pin,1908.0,ig_wines,20250102,Le Pin
2012,Bordeaux,red,300cl,1,1,Le Pin,13410.0,ig_wines,20250102,Le Pin
2012,Bordeaux,red,75cl,1,1,Le Pin,2187.0,ig_wines,20250102,Le Pin
2012,Bordeaux,red,75cl,3,4,Le Pin,2058.0,ig_wines,20250102,Le Pin
2012,Bordeaux,red,75cl,6,2,Le Pin,2055.67,ig_wines,20250102,Le Pin
2014,Bordeaux,red,75cl,6,1,Le Pin,1851.33,ig_wines,20250102,Le Pin
2015,Bordeaux,red,75cl,3,2,Le Pin,2717.33,ig_wines,20250102,Le Pin
2015,Bordeaux,red,75cl,6,1,Le Pin,3882.17,ig_wines,20250102,Le Pin
2016,Bordeaux,red,300cl,1,2,Le Pin,18368.0,ig_wines,20250102,Le Pin
2016,Bordeaux,red,75cl,3,1,Le Pin,2623.0,ig_wines,20250102,Le Pin
2016,Bordeaux,red,75cl,6,2,Le Pin,2749.5,ig_wines,20250102,Le Pin
2017,Bordeaux,red,150cl,1,1,Le Pin,4393.0,ig_wines,20250102,Le Pin
2017,Bordeaux,red,75cl,1,1,Le Pin,2240.0,ig_wines,20250102,Le Pin
2017,Bordeaux,red,75cl,2,1,Le Pin,2254.0,ig_wines,20250102,Le Pin
2017,Bordeaux,red,75cl,3,3,Le Pin,2148.0,ig_wines,20250102,Le Pin
2017,Bordeaux,red,75cl,6,2,Le Pin,2040.83,ig_wines,20250102,Le Pin
2018,Bordeaux,red,75cl,1,1,Le Pin,2958.0,ig_wines,20250102,Le Pin
2018,Bordeaux,red,75cl,6,2,Le Pin,2534.17,ig_wines,20250102,Le Pin
2019,Bordeaux,red,75cl,1,1,Le Pin,3204.0,ig_wines,20250102,Le Pin
2019,Bordeaux,red,75cl,6,2,Le Pin,2218.0,ig_wines,20250102,Le Pin
2020,Bordeaux,red,300cl,1,1,Le Pin,19217.0,ig_wines,20250102,Le Pin
2020,Bordeaux,red,75cl,1,1,Le Pin,2314.0,ig_wines,20250102,Le Pin
2020,Bordeaux,red,75cl,3,3,Le Pin,2554.0,ig_wines,20250102,Le Pin
2021,Bordeaux,red,300cl,1,1,Le Pin,17297.0,ig_wines,20250102,Le Pin
2021,Bordeaux,red,75cl,1,3,Le Pin,1968.0,ig_wines,20250102,Le Pin
2007,Bordeaux,red,75cl,6,2,"Le Pin, Pomerol",1833.33,justerini,20250102,Le Pin
2010,Bordeaux,red,75cl,6,1,"Le Pin, Pomerol",3460.0,justerini,20250102,Le Pin
2010,Bordeaux,red,75cl,6,1,"Le Pin, Pomerol",4033.0,justerini,20250102,Le Pin
2011,Bordeaux,red,75cl,6,4,"Le Pin, Pomerol",1916.67,justerini,20250102,Le Pin
2011,Bordeaux,red,75cl,6,1,"Le Pin, Pomerol",1970.0,justerini,20250102,Le Pin
2012,Bordeaux,red,75cl,6,1,"Le Pin, Pomerol",2080.0,justerini,20250102,Le Pin
2014,Bordeaux,red,75cl,6,1,"Le Pin, Pomerol",1833.33,justerini,20250102,Le Pin
2016,Bordeaux,red,75cl,3,1,"Le Pin, Pomerol",2400.0,justerini,20250102,Le Pin
2018,Bordeaux,red,150cl,1,1,"Le Pin, Pomerol",5900.0,justerini,20250102,Le Pin
2019,Bordeaux,red,150cl,1,1,"Le Pin, Pomerol",4850.0,justerini,20250102,Le Pin
2021,Bordeaux,red,75cl,1,1,"Le Pin, Pomerol",2200.0,justerini,20250102,Le Pin
2015,Bordeaux,red,75cl,1,3.0,Chateau Le Pin,3900.0,nemo_wines,20250102,Le Pin
2005,bordeaux,red,75cl,6,2,Le Pin,2583.33,vinquinn,20250102,Le Pin
2016,bordeaux,red,75cl,3,2,Le Pin,2796.0,vinquinn,20250102,Le Pin
2017,bordeaux,red,75cl,3,6,Le Pin,2288.67,vinquinn,20250102,Le Pin
1994,Bordeaux,red,75cl,6,1,Le Pin,2250.0,wilkinson,20250102,Le Pin
1996,Bordeaux,red,75cl,1,1,Le Pin,1750.0,wilkinson,20250102,Le Pin
1998,Bordeaux,red,75cl,1,3,Le Pin,3332.5,wilkinson,20250102,Le Pin
1999,Bordeaux,red,75cl,6,1,Le Pin,2283.33,wilkinson,20250102,Le Pin
2002,Bordeaux,red,75cl,6,2,Le Pin,2166.67,wilkinson,20250102,Le Pin
2004,Bordeaux,red,75cl,3,2,Le Pin,2000.0,wilkinson,20250102,Le Pin
2004,Bordeaux,red,75cl,1,3,Le Pin,2000.0,wilkinson,20250102,Le Pin
2009,Bordeaux,red,300cl,1,1,Le Pin,15000.0,wilkinson,20250102,Le Pin
2011,Bordeaux,red,75cl,6,2,Le Pin,2083.33,wilkinson,20250102,Le Pin
2011,Bordeaux,red,75cl,3,1,Le Pin,2083.33,wilkinson,20250102,Le Pin
2012,Bordeaux,red,75cl,6,1,Le Pin,2083.33,wilkinson,20250102,Le Pin
2012,Bordeaux,red,300cl,1,1,Le Pin,9000.0,wilkinson,20250102,Le Pin
